"Taxon.ID","Genome.ID","Genome.Name","Antibiotic","Resistant.Phenotype","Measurement","Measurement.Sign","Measurement.Value","Measurement.Unit","Laboratory.Typing.Method","Laboratory.Typing.Method.Version","Laboratory.Typing.Platform","Vendor","Testing.Standard","Testing.Standard.Year","Computational.Method","Computational.Method.Version","Computational.Method.Performance","Evidence","Source","PubMed","Organism.Name","NCBI.Taxon.ID","Genome.Status","Strain","Serovar","Biovar","Pathovar","MLST","Other.Typing","Culture.Collection","Type.Strain","Completion.Date","Publication","BioProject.Accession","BioSample.Accession","Assembly.Accession","SRA.Accession","GenBank.Accessions","RefSeq.Accessions","Sequencing.Centers","Sequencing.Status","Sequencing.Platform","Sequencing.Depth","Assembly.Method","Chromosomes","Plasmids","Contigs","Genome.Length","GC.Content","PATRIC.CDS","RefSeq.CDS","Isolation.Site","Isolation.Source","Isolation.Comments","Collection.Date","Isolation.Country","Geographic.Location","Latitude","Longitude","Altitude","Depth","Other.Environmental","Host.Name","Host.Gender","Host.Age","Host.Health","Body.Sample.Site","Body.Sample.Subsite","Other.Clinical","AntiMicrobial.Resistance","AntiMicrobial.Resistance.Evidence","Gram.Stain","Cell.Shape","Motility","Sporulation","Temperature.Range","Optimal.Temperature","Salinity","Oxygen.Requirement","Habitat","Disease","Comments","Additional.Metadata","Coarse.Consistency","Fine.Consistency","Checkm.Completeness","Checkm.Contamination","Genome.Quality.Flags","Genome.Quality","Date.Inserted","Date.Modified"
72407,72407.257,"Klebsiella pneumoniae subsp. pneumoniae 1796","gentamicin",NA,">8",">",8,"mg/L","MIC",NA,NA,NA,"CLSI",2013,NA,NA,NA,"Laboratory Method",NA,"24639510",NA,72407,"WGS","1796",NA,NA,NA,NA,"mlst:258",NA,NA,NA,"24639510","PRJNA237670","SAMN02631047",NA,"SRR1166994",NA,NA,NA,NA,NA,NA,NA,NA,NA,101,5413184,57.21,5432,NA,NA,NA,NA,"2010","United States","Mid Atlantic",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sra run accession:SRR1166994",99.5,98,100,0.3,NA,"Good","2016-07-06T01:31:29.223Z","2016-07-06T01:31:29.223Z"
573,573.13218,"Klebsiella pneumoniae KPN1237ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438244",NA,"SRR5386985",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,158,5389165,57.35,5362,NA,NA,"URINE",NA,"27-Jan-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4,97.3,100,0.3,NA,"Good","2017-08-08T17:36:58.270Z","2017-08-08T17:36:58.270Z"
573,573.1384,"Klebsiella pneumoniae KPN200ec","gentamicin","Susceptible","4",NA,4,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.258","genotype:ST258; Capsule locus KL106",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437210",NA,"SRR5386395",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,145,5567076,57.17,5618,NA,NA,"URINE",NA,"15-Feb-2012","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.8,100,NA,NA,"Good","2017-08-09T01:43:17.786Z","2017-08-09T01:43:17.786Z"
573,573.13376,"Klebsiella pneumoniae KPN1434ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307*; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438413",NA,"SRR5386749",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,127,5494435,57.26,5434,NA,NA,"URINE",NA,"7-May-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.7,100,0.3,NA,"Good","2017-08-08T21:26:15.643Z","2017-08-08T21:26:15.643Z"
573,573.14018,"Klebsiella pneumoniae KPN280ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437281",NA,"SRR5386324",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,101,5423665,57.33,5371,NA,NA,"RESPIRATORY",NA,"30-Apr-2012","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.6,100,NA,NA,"Good","2017-08-09T03:31:35.825Z","2017-08-09T03:31:35.825Z"
573,573.13336,"Klebsiella pneumoniae KPN1386ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438371",NA,"SRR5386791",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,103,5465377,57.27,5397,NA,NA,"ULCER",NA,"15-Apr-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.2,97.4,100,0.3,NA,"Good","2017-08-08T21:06:24.540Z","2017-08-08T21:06:24.540Z"
573,573.1399,"Klebsiella pneumoniae KPN249ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,NA,"genotype:ST307*; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437252",NA,"SRR5386353",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,135,5558120,57.19,5533,NA,NA,"URINE",NA,"26-Mar-2012","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.6,100,NA,NA,"Good","2017-08-09T03:15:37.122Z","2017-08-09T03:15:37.122Z"
573,573.24322,"Klebsiella pneumoniae strain MRSN14213","gentamicin","Resistant","8",">",8,"mg/L","MIC",NA,"Phoenix","Becton Dickinson","CLSI",NA,NA,NA,NA,"Laboratory Method",NA,NA,NA,573,"WGS","MRSN14213",NA,NA,NA,"MLST.Klebsiella_pneumoniae.258",NA,NA,NA,NA,NA,"PRJNA312972","SAMN04514121",NA,"SRR3185095",NA,NA,NA,NA,NA,NA,NA,NA,NA,112,5660924,57.168793,5688,NA,NA,"RESPIRATORY",NA,"2012-12-20","Honduras","Honduras",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,"Infection",NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"collected_by:United States Army",99.4,97.8,NA,NA,NA,"Good","2019-03-24T03:45:29.811Z","2019-03-24T03:45:29.811Z"
573,573.24295,"Klebsiella pneumoniae strain 396","gentamicin","Susceptible","1","<=",1,"mg/L","MIC",NA,"Vitek","BiomŽrieux","CLSI",NA,NA,NA,NA,"Laboratory Method",NA,NA,NA,573,"WGS","396",NA,NA,NA,"MLST.Klebsiella_pneumoniae.628",NA,NA,NA,NA,NA,"PRJNA278886","SAMN07332510",NA,"SRR5810506",NA,NA,NA,NA,NA,NA,NA,NA,NA,73,5433310,57.34613,5289,NA,NA,"wound",NA,"2017","United States","USA:Boston",NA,NA,NA,NA,NA,"Human, Homo sapiens","male","72",NA,NA,NA,"host_subject_id:Kpneumoniae-45","Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"collected_by:Brigham and Women's Hospital",99.3,97.6,NA,NA,NA,"Good","2019-03-24T03:31:57.645Z","2019-03-24T03:31:57.645Z"
1328370,1328370.3,"Klebsiella pneumoniae MGH 32","gentamicin",NA,"<=1","<=",1,"mg/L","MIC","AST-GN60","Vitek 2","bioMérieux",NA,NA,NA,NA,NA,"Laboratory Method",NA,"28096418","Klebsiella pneumoniae MGH 32",1328370,"WGS","MGH 32",NA,NA,NA,"MLST.Klebsiella_pneumoniae.111",NA,NA,NA,"2013-10-30T00:00:00Z",NA,"PRJNA201947","SAMN02138572","GCA_000492915.1","SRR851013,SRR851014,SRR851015,SRR851016","AYJB00000000","-","Broad Institute","WGS","Illumina","145.0x","allpaths v. R47032",NA,NA,20,5592516,57,5329,5190,NA,"Urine",NA,"9/1/12","United States","Boston, MA, USA",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,"Adult",NA,NA,NA,"hospital location:non-ICU","Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carbapenem Resistance;Whole Genome Sequence Analysis of Carbapenem-resistant Enterobacteriaceae","vitek instrument:Vitek 2;vitek software version:5.04;vitek bionumber:6607734753164010;vitek card #:AST-GN60",99.3,97.9,100,NA,NA,"Good","2014-12-08T22:11:49.809Z","2015-03-16T03:17:09.594Z"
72407,72407.273,"Klebsiella pneumoniae subsp. pneumoniae NJST258_1","gentamicin",NA,">8",">",8,"mg/L","MIC",NA,NA,NA,"CLSI",2013,NA,NA,NA,"Laboratory Method",NA,"24639510",NA,72407,"WGS","NJST258_1",NA,NA,NA,"MLST.Klebsiella_pneumoniae.258","mlst:258",NA,NA,NA,"24639510","PRJNA237670","SAMN02631028",NA,"SRR1166975",NA,NA,NA,NA,NA,NA,NA,NA,NA,95,5441852,57.23,5438,NA,NA,"urine",NA,"2010","United States","New Jersey",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sra run accession:SRR1166975",99.5,97.9,96.7,0.1,NA,"Good","2016-07-06T01:36:02.978Z","2016-07-06T01:36:02.978Z"
573,573.14107,"Klebsiella pneumoniae KPN384ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437377",NA,"SRR5386227",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,80,5408531,57.31,5362,NA,NA,"URINE",NA,"25-May-2012","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.2,100,NA,NA,"Good","2017-08-09T04:18:48.285Z","2017-08-09T04:18:48.285Z"
573,573.1287,"Klebsiella pneumoniae 3399","gentamicin","Susceptible","1",NA,1,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28776045;28512093",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.15",NA,NA,NA,NA,"28776045, 28512093","PRJNA396774","SAMN07525550",NA,NA,NA,NA,"Houston Methodist Hospital System",NA,"Illumina NextSeq 500",NA,NA,NA,NA,937,5618274,57.09,5619,NA,NA,NA,NA,NA,"USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,97.8,100,NA,NA,"Good","2017-08-08T13:51:54.145Z","2017-08-08T13:51:54.145Z"
573,573.13931,"Klebsiella pneumoniae KPN2114ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.258","genotype:ST258*; Capsule locus KL106",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438978",NA,"SRR5387191",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,112,5414836,57.35,5422,NA,NA,"TISSUE",NA,"25-Mar-2015","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.9,100,NA,NA,"Good","2017-08-09T02:39:37.037Z","2017-08-09T02:39:37.037Z"
573,573.2432,"Klebsiella pneumoniae strain MRSN12232","gentamicin","Resistant","16",">=",16,"mg/L","MIC",NA,"Vitek","Biom�rieux","CLSI",NA,NA,NA,NA,"Laboratory Method",NA,NA,NA,573,"WGS","MRSN12232",NA,NA,NA,"MLST.Klebsiella_pneumoniae.258",NA,NA,NA,NA,NA,"PRJNA312972","SAMN04514119",NA,"SRR3185093",NA,NA,NA,NA,NA,NA,NA,NA,NA,106,5645314,57.179462,5664,NA,NA,"RESPIRATORY",NA,"2012-07-16","Honduras","Honduras",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,"Infection",NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"collected_by:United States Army",99.4,97.9,NA,NA,NA,"Good","2019-03-24T03:38:50.156Z","2019-03-24T03:38:50.156Z"
573,573.14532,"Klebsiella pneumoniae KPN968ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437859",NA,"SRR5385846",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,76,5374324,57.39,5281,NA,NA,"RESPIRATORY",NA,"22-Jun-2013","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,98.2,100,NA,NA,"Good","2017-08-09T08:49:02.397Z","2017-08-09T08:49:02.397Z"
573,573.13327,"Klebsiella pneumoniae KPN1373ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438360",NA,"SRR5386802",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,179,5382627,57.39,5339,NA,NA,"URINE",NA,"27-Mar-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.7,100,0.7,NA,"Good","2017-08-08T21:07:14.559Z","2017-08-08T21:07:14.559Z"
573,573.24356,"Klebsiella pneumoniae strain MUGSI_146","gentamicin","Susceptible","1","<",1,"mg/L","MIC",NA,NA,NA,"CLSI",NA,NA,NA,NA,"Laboratory Method",NA,NA,NA,573,"WGS","MUGSI_146",NA,NA,NA,"MLST.Klebsiella_pneumoniae.258",NA,NA,NA,NA,NA,"PRJNA288601","SAMN05170258",NA,"SRR4035118",NA,NA,NA,NA,NA,NA,NA,NA,NA,114,5552217,57.235443,5560,NA,NA,"Urine",NA,"06-Aug-2014","United States","United States",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"collected_by:CDC",99.4,98,NA,NA,NA,"Good","2019-03-24T04:01:17.663Z","2019-03-24T04:01:17.663Z"
573,573.1325,"Klebsiella pneumoniae KPN1271ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.1427","genotype:ST1427; Capsule locus KL155",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438273",NA,"SRR5386956",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,64,5393265,57.3,5350,NA,NA,"URINE",NA,"11-Feb-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.3,98.1,100,NA,NA,"Good","2017-08-08T17:54:51.204Z","2017-08-08T17:54:51.204Z"
573,573.12918,"Klebsiella pneumoniae 3340","gentamicin","Susceptible","1",NA,1,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28776045;28512093",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.101",NA,NA,NA,NA,"28776045, 28512093","PRJNA396774","SAMN07525531",NA,NA,NA,NA,"Houston Methodist Hospital System",NA,"Illumina NextSeq 500",NA,NA,NA,NA,298,5559138,57.04,5510,NA,NA,NA,NA,NA,"USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.3,97.6,100,NA,NA,"Good","2017-08-08T14:32:47.383Z","2017-08-08T14:32:47.383Z"
573,573.14515,"Klebsiella pneumoniae KPN947ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.25","genotype:ST25; Capsule locus KL2",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437839",NA,"SRR5385866",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,71,5518227,57.26,5429,NA,NA,"RESPIRATORY",NA,"18-Aug-2013","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.8,100,NA,NA,"Good","2017-08-09T08:37:53.619Z","2017-08-09T08:37:53.619Z"
573,573.12979,"Klebsiella pneumoniae 3268","gentamicin","Susceptible","1",NA,1,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28776045;28512093",NA,573,"WGS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28776045, 28512093","PRJNA396774","SAMN07525486",NA,NA,NA,NA,"Houston Methodist Hospital System",NA,"Illumina NextSeq 500",NA,NA,NA,NA,244,5854733,56.93,5897,NA,NA,NA,NA,NA,"USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.8,100,0.7,NA,"Good","2017-08-08T15:17:15.487Z","2017-08-08T15:17:15.487Z"
573,573.13614,"Klebsiella pneumoniae KPN1711ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.3537","genotype:STNF; Capsule locus KL1",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438654",NA,"SRR5386037",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,101,5655360,57.72,5607,NA,NA,"WOUND",NA,"24-Sep-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,97.9,98.3,0.6,NA,"Good","2017-08-08T23:39:30.183Z","2017-08-08T23:39:30.183Z"
573,573.13195,"Klebsiella pneumoniae KPN1204ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438064",NA,"SRR5385641",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,97,5371884,57.25,5335,NA,NA,"URINE",NA,"18-Feb-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.6,100,NA,NA,"Good","2017-08-08T17:24:09.849Z","2017-08-08T17:24:09.849Z"
573,573.13889,"Klebsiella pneumoniae KPN2065ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,NA,"genotype:ST147; Capsule locus KL64",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438936",NA,"SRR5387233",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,104,5507684,57.26,5469,NA,NA,"BLOOD",NA,"23-Feb-2015","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,98.1,100,0.3,NA,"Good","2017-08-09T02:13:23.727Z","2017-08-09T02:13:23.727Z"
573,573.24279,"Klebsiella pneumoniae strain 308","gentamicin","Susceptible","1","<=",1,"mg/L","MIC",NA,"Vitek","BiomŽrieux","CLSI",NA,NA,NA,NA,"Laboratory Method",NA,NA,NA,573,"WGS","308",NA,NA,NA,"MLST.Klebsiella_pneumoniae.716",NA,NA,NA,NA,NA,"PRJNA278886","SAMN07325893",NA,"SRR5806868",NA,NA,NA,NA,NA,NA,NA,NA,NA,82,5366380,57.14068,5275,NA,NA,"sputum",NA,"2016","United States","USA:Boston",NA,NA,NA,NA,NA,"Human, Homo sapiens","female","47",NA,NA,NA,"host_subject_id:SBJ-9997","Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"collected_by:Brigham and Women's Hospital",99.4,97.8,NA,NA,NA,"Good","2019-03-24T03:25:14.362Z","2019-03-24T03:25:14.362Z"
573,573.24335,"Klebsiella pneumoniae strain MUGSI_117","gentamicin","Resistant","16",">=",16,"mg/L","MIC",NA,NA,NA,"CLSI",NA,NA,NA,NA,"Laboratory Method",NA,NA,NA,573,"WGS","MUGSI_117",NA,NA,NA,"MLST.Klebsiella_pneumoniae.258",NA,NA,NA,NA,NA,"PRJNA288601","SAMN05170251",NA,"SRR4017927",NA,NA,NA,NA,NA,NA,NA,NA,NA,122,5570549,57.23291,5546,NA,NA,"Urine",NA,"09-Jun-2014","United States","United States",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"collected_by:CDC",99.6,98.2,NA,NA,NA,"Good","2019-03-24T03:51:47.997Z","2019-03-24T03:51:47.997Z"
573,573.24413,"Klebsiella pneumoniae strain MUGSI_45","gentamicin","Resistant","16",">",16,"mg/L","MIC",NA,NA,NA,"CLSI",NA,NA,NA,NA,"Laboratory Method",NA,NA,NA,573,"WGS","MUGSI_45",NA,NA,NA,"MLST.Klebsiella_pneumoniae.258",NA,NA,NA,NA,NA,"PRJNA288601","SAMN05170118",NA,"SRR3987135",NA,NA,NA,NA,NA,NA,NA,NA,NA,124,5560286,57.28872,5555,NA,NA,"Urine",NA,"06-May-2013","United States","United States",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"collected_by:CDC",99.3,97.7,NA,NA,NA,"Good","2019-03-24T04:20:16.778Z","2019-03-24T04:20:16.778Z"
573,573.13494,"Klebsiella pneumoniae KPN1566ec","gentamicin","Susceptible","4",NA,4,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.258","genotype:ST258; Capsule locus KL107",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438534",NA,"SRR5386614",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,99,5618216,57.16,5555,NA,NA,"URINE",NA,"8-Aug-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,97.6,100,NA,NA,"Good","2017-08-08T22:33:12.605Z","2017-08-08T22:33:12.605Z"
